raw_row_number,attendance_id,column,error_type,expected_action
18133,ATT003587,gp_practice_code,missing_gp_code,set to NULL and flag
18136,ATT010823,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18137,ATT018160,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18137,ATT018160,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18137,ATT018160,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18139,ATT001081,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18139,ATT001081,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18143,ATT013110,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18146,ATT019071,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18150,ATT009236,(entire row),duplicate_row,remove (keep first)
18152,ATT009597,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18152,ATT009597,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18156,ATT012088,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18159,ATT018236,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18161,ATT007605,gp_practice_code,gp_code_lowercase,fix (upper-case)
18161,ATT007605,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18162,ATT013945,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18163,ATT017422,triage_category,invalid_triage_code,reject
18163,ATT017422,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18165,ATT002311,(entire row),duplicate_row,remove (keep first)
18166,ATT010474,triage_category,invalid_triage_code,reject
18167,ATT014934,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18168,ATT005133,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18171,ATT014043,departure_time,missing_departure_time,reject
18172,ATT014567,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18174,ATT003968,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18181,ATT006020,(entire row),duplicate_row,remove (keep first)
18181,ATT006020,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18183,ATT016899,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18183,ATT016899,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18185,ATT008554,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18188,ATT006252,gp_practice_code,missing_gp_code,set to NULL and flag
18189,ATT005927,departure_time,departure_before_arrival,reject
18190,ATT016407,departure_time,missing_departure_time,reject
18191,ATT018038,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18193,ATT008707,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18196,ATT003755,gp_practice_code,missing_gp_code,set to NULL and flag
18200,ATT011871,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18201,ATT018760,gp_practice_code,missing_gp_code,set to NULL and flag
18202,ATT012501,gp_practice_code,missing_gp_code,set to NULL and flag
18207,ATT014572,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18209,ATT005732,(entire row),duplicate_row,remove (keep first)
18209,ATT005732,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18211,ATT015998,gp_practice_code,missing_gp_code,set to NULL and flag
18212,ATT007166,(entire row),duplicate_row,remove (keep first)
18217,ATT010737,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18220,ATT012259,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18222,ATT011436,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18227,ATT011890,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18228,ATT007129,gp_practice_code,gp_code_lowercase,fix (upper-case)
18230,ATT005947,gp_practice_code,missing_gp_code,set to NULL and flag
18231,ATT004584,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18232,ATT012233,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18233,ATT013071,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18235,ATT019279,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18237,ATT014687,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18238,ATT006304,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18241,ATT017154,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18243,ATT002197,gp_practice_code,gp_code_lowercase,fix (upper-case)
18245,ATT013268,(entire row),duplicate_row,remove (keep first)
18254,ATT006512,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18255,ATT013280,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18256,ATT019511,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18259,ATT010760,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18264,ATT018393,(entire row),duplicate_row,remove (keep first)
18265,ATT004532,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18268,ATT016750,gp_practice_code,missing_gp_code,set to NULL and flag
18269,ATT010143,(entire row),duplicate_row,remove (keep first)
18269,ATT010143,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18269,ATT010143,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18271,ATT016532,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18273,ATT011281,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18274,ATT019197,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18275,ATT007789,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18280,ATT014917,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18283,ATT016463,(entire row),duplicate_row,remove (keep first)
18284,ATT013181,(entire row),duplicate_row,remove (keep first)
18286,ATT009313,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18286,ATT009313,disposition,missing_disposition,fill with 'Unknown'
18286,ATT009313,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18287,ATT006173,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18288,ATT003632,gp_practice_code,malformed_gp_code,set to NULL and flag
18288,ATT003632,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18289,ATT016956,arrival_time,missing_arrival_time,reject
18290,ATT006273,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18294,ATT019907,departure_time,missing_departure_time,reject
18294,ATT019907,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18297,ATT000594,arrival_time,missing_arrival_time,reject
18298,ATT004720,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18302,ATT010635,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18305,ATT008657,triage_category,invalid_triage_code,reject
18305,ATT008657,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18307,ATT000672,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18308,ATT014309,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18309,ATT009085,(entire row),duplicate_row,remove (keep first)
18312,ATT005543,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18314,ATT010901,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18317,ATT006549,gp_practice_code,missing_gp_code,set to NULL and flag
18319,ATT003717,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18321,ATT006141,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18322,ATT009957,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18324,ATT014819,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18325,ATT000768,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18327,ATT009701,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18328,ATT003444,(entire row),duplicate_row,remove (keep first)
18329,ATT004518,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18329,ATT004518,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18331,ATT019434,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18331,ATT019434,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18332,ATT018836,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18334,ATT009012,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18335,ATT001404,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18338,ATT001639,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18340,ATT008801,(entire row),duplicate_row,remove (keep first)
18343,ATT017564,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18344,ATT005449,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18348,ATT017074,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18348,ATT017074,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18350,ATT006489,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18352,ATT013829,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18352,ATT013829,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18352,ATT013829,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18353,ATT007155,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18354,ATT018719,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18362,ATT008735,triage_category,triage_decimal_format,fix (3.0 -> 3)
18363,ATT011917,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18365,ATT012416,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18367,ATT007341,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18368,ATT013892,gp_practice_code,missing_gp_code,set to NULL and flag
18369,ATT019354,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18369,ATT019354,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18372,ATT002965,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18373,ATT015752,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18374,ATT015477,departure_time,extreme_length_of_stay,reject
18377,ATT018345,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18378,ATT002531,gp_practice_code,missing_gp_code,set to NULL and flag
18380,ATT012705,(entire row),duplicate_row,remove (keep first)
18382,ATT008430,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18384,ATT005902,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18386,ATT018897,gp_practice_code,missing_gp_code,set to NULL and flag
18387,ATT005657,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18391,ATT006722,arrival_time,missing_arrival_time,reject
18394,ATT008265,departure_time,departure_before_arrival,reject
18394,ATT008265,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18395,ATT007694,gp_practice_code,gp_code_lowercase,fix (upper-case)
18397,ATT008154,(entire row),duplicate_row,remove (keep first)
18397,ATT008154,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18398,ATT012266,gp_practice_code,gp_code_lowercase,fix (upper-case)
18400,ATT001827,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18400,ATT001827,arrival_time,missing_arrival_time,reject
18403,ATT004108,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18404,ATT005436,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18406,ATT010383,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18409,ATT019896,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18410,ATT018074,(entire row),duplicate_row,remove (keep first)
18412,ATT019337,gp_practice_code,missing_gp_code,set to NULL and flag
18416,ATT005783,(entire row),duplicate_row,remove (keep first)
18418,ATT009716,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18423,ATT018811,gp_practice_code,missing_gp_code,set to NULL and flag
18424,ATT000149,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18427,ATT015464,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18427,ATT015464,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18430,ATT000237,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18430,ATT000237,triage_category,triage_decimal_format,fix (3.0 -> 3)
18432,ATT019949,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18434,ATT007124,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18442,ATT010527,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18445,ATT014789,pseudo_patient_id,missing_patient_id,reject
18447,ATT018784,gp_practice_code,missing_gp_code,set to NULL and flag
18448,ATT014110,gp_practice_code,missing_gp_code,set to NULL and flag
18449,ATT009687,disposition,missing_disposition,fill with 'Unknown'
18450,ATT005250,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18450,ATT005250,gp_practice_code,missing_gp_code,set to NULL and flag
18452,ATT007427,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18453,ATT012346,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18458,ATT014485,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18463,ATT010872,(entire row),duplicate_row,remove (keep first)
18464,ATT003714,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18464,ATT003714,triage_category,triage_decimal_format,fix (3.0 -> 3)
18465,ATT006705,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18466,ATT018189,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18467,ATT017092,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18468,ATT019560,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18473,ATT007844,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18474,ATT012641,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18475,ATT014053,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18479,ATT010794,gp_practice_code,missing_gp_code,set to NULL and flag
18480,ATT001126,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18482,ATT018207,(entire row),duplicate_row,remove (keep first)
18483,ATT011544,disposition,missing_disposition,fill with 'Unknown'
18484,ATT004359,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18485,ATT014115,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18485,ATT014115,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18486,ATT017728,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18486,ATT017728,triage_category,invalid_triage_code,reject
18487,ATT005208,(entire row),duplicate_row,remove (keep first)
18489,ATT006653,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18490,ATT017485,disposition,missing_disposition,fill with 'Unknown'
18491,ATT009161,gp_practice_code,missing_gp_code,set to NULL and flag
18495,ATT002853,gp_practice_code,malformed_gp_code,set to NULL and flag
18495,ATT002853,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18499,ATT014997,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18502,ATT016867,gp_practice_code,missing_gp_code,set to NULL and flag
18503,ATT009655,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18503,ATT009655,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18504,ATT003041,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18505,ATT016036,(entire row),duplicate_row,remove (keep first)
18507,ATT019081,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18509,ATT007228,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18510,ATT003684,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18519,ATT010618,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18520,ATT016394,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18523,ATT001301,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18524,ATT015223,departure_time,departure_before_arrival,reject
18526,ATT013674,disposition,missing_disposition,fill with 'Unknown'
18527,ATT009901,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18528,ATT005496,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18531,ATT012150,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18537,ATT007053,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18538,ATT015946,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18539,ATT011372,(entire row),duplicate_row,remove (keep first)
18540,ATT015711,gp_practice_code,gp_code_lowercase,fix (upper-case)
18544,ATT012209,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18551,ATT003611,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18552,ATT007152,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18552,ATT007152,triage_category,triage_decimal_format,fix (3.0 -> 3)
18554,ATT006013,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18554,ATT006013,gp_practice_code,missing_gp_code,set to NULL and flag
18555,ATT013646,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18555,ATT013646,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18557,ATT004883,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18559,ATT013077,(entire row),duplicate_row,remove (keep first)
18559,ATT013077,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18563,ATT008907,arrival_time,missing_arrival_time,reject
18565,ATT004432,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18566,ATT018652,gp_practice_code,gp_code_lowercase,fix (upper-case)
18567,ATT000407,gp_practice_code,malformed_gp_code,set to NULL and flag
18568,ATT018667,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18570,ATT016174,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18571,ATT008235,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18571,ATT008235,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18573,ATT014052,(entire row),duplicate_row,remove (keep first)
18573,ATT014052,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18577,ATT000012,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18578,ATT004761,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18583,ATT009219,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18588,ATT011531,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18589,ATT014438,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18591,ATT012593,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18592,ATT017825,gp_practice_code,missing_gp_code,set to NULL and flag
18592,ATT017825,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18593,ATT005913,(entire row),duplicate_row,remove (keep first)
18595,ATT012179,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18598,ATT019145,(entire row),duplicate_row,remove (keep first)
18600,ATT016839,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18601,ATT009014,disposition,missing_disposition,fill with 'Unknown'
18602,ATT008190,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18604,ATT003713,departure_time,departure_before_arrival,reject
18613,ATT003174,departure_time,departure_before_arrival,reject
18618,ATT012976,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18619,ATT007849,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18623,ATT017088,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18625,ATT019235,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18627,ATT008126,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18631,ATT013966,departure_time,missing_departure_time,reject
18632,ATT014288,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18633,ATT013599,(entire row),duplicate_row,remove (keep first)
18634,ATT019365,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18635,ATT004441,gp_practice_code,gp_code_lowercase,fix (upper-case)
18635,ATT004441,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18637,ATT017371,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18637,ATT017371,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18638,ATT019868,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18638,ATT019868,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18643,ATT005239,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18648,ATT019424,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18648,ATT019424,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18650,ATT007520,disposition,missing_disposition,fill with 'Unknown'
18654,ATT010226,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18656,ATT017276,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18657,ATT010986,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18663,ATT013606,departure_time,missing_departure_time,reject
18666,ATT003250,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18667,ATT006571,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18667,ATT006571,pseudo_patient_id,missing_patient_id,reject
18669,ATT015399,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18670,ATT012505,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18671,ATT000126,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18671,ATT000126,gp_practice_code,missing_gp_code,set to NULL and flag
18672,ATT016171,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18675,ATT002290,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18677,ATT001230,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18677,ATT001230,departure_time,missing_departure_time,reject
18678,ATT009201,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18678,ATT009201,gp_practice_code,malformed_gp_code,set to NULL and flag
18680,ATT005179,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18681,ATT010725,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18682,ATT001059,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18686,ATT014847,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18689,ATT001940,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18689,ATT001940,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18691,ATT017659,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18692,ATT000620,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18695,ATT017775,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18703,ATT009500,gp_practice_code,missing_gp_code,set to NULL and flag
18704,ATT006100,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18706,ATT010553,departure_time,extreme_length_of_stay,reject
18707,ATT013995,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18708,ATT019157,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
18709,ATT015636,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18712,ATT013150,gp_practice_code,gp_code_lowercase,fix (upper-case)
18712,ATT013150,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18714,ATT005725,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18715,ATT010832,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18715,ATT010832,disposition,missing_disposition,fill with 'Unknown'
18720,ATT003375,arrival_time,future_dated_attendance,reject
18724,ATT002114,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18728,ATT008322,gp_practice_code,malformed_gp_code,set to NULL and flag
18728,ATT008322,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18731,ATT002279,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18731,ATT002279,triage_category,invalid_triage_code,reject
18731,ATT002279,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18733,ATT000014,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18733,ATT000014,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18734,ATT001647,arrival_time,missing_arrival_time,reject
18735,ATT017910,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18740,ATT018840,arrival_time,missing_arrival_time,reject
18747,ATT015597,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18748,ATT009462,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18753,ATT011172,triage_category,invalid_triage_code,reject
18754,ATT017359,(entire row),duplicate_row,remove (keep first)
18755,ATT012004,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18755,ATT012004,triage_category,triage_decimal_format,fix (3.0 -> 3)
18756,ATT006564,gp_practice_code,missing_gp_code,set to NULL and flag
18756,ATT006564,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18758,ATT015283,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18759,ATT018097,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18761,ATT006878,(entire row),duplicate_row,remove (keep first)
18761,ATT006878,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18763,ATT006676,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18769,ATT000957,gp_practice_code,missing_gp_code,set to NULL and flag
18770,ATT016543,gp_practice_code,missing_gp_code,set to NULL and flag
18773,ATT000353,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18774,ATT013519,arrival_time,missing_arrival_time,reject
18776,ATT006237,gp_practice_code,missing_gp_code,set to NULL and flag
18777,ATT012733,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18781,ATT002921,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18781,ATT002921,gp_practice_code,missing_gp_code,set to NULL and flag
18783,ATT004645,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18783,ATT004645,gp_practice_code,malformed_gp_code,set to NULL and flag
18784,ATT000662,departure_time,departure_before_arrival,reject
18789,ATT004791,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18790,ATT002357,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18791,ATT011895,departure_time,extreme_length_of_stay,reject
18792,ATT018312,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
18793,ATT005159,(entire row),duplicate_row,remove (keep first)
18794,ATT017651,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18796,ATT001561,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18797,ATT011788,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
18801,ATT015314,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
18804,ATT000515,gp_practice_code,gp_code_lowercase,fix (upper-case)
